"Country","Variable","Sex","Variant","Year","Age","Value"
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 65-69",10577
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 70-74",18707
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 70-74",8788
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 70-74",9920
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 75-79",14852
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 75-79",6747
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 75-79",8105
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 80-84",10490
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 80-84",4533
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 80-84",5957
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 85-89",5560
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 85-89",2217
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 85-89",3343
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 90-94",2321
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 90-94",812
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 90-94",1509
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 95-99",697
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 95-99",198
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 95-99",499
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 100+",143
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 100+",30
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 100+",113

"Source: Population Division of the Department of Economic and Social Affairs of the United Nations Secretariat, World Population Prospects: The 2012 Revision, http://esa.un.org/unpd/wpp/index.htm For definition of variables, check the link Glossary of Demographic TermsWednesday, May 27, 2015; 12:35:55 PM"
